2023-04-27 17:00:30,597 INFO    StreamThr :31037 [internal.py:wandb_internal():86] W&B internal server running at pid: 31037, started at: 2023-04-27 17:00:30.597374
2023-04-27 17:00:30,598 DEBUG   HandlerThread:31037 [handler.py:handle_request():144] handle_request: status
2023-04-27 17:00:30,601 INFO    WriterThread:31037 [datastore.py:open_for_write():85] open: /home/jonah/Documents/school/idl/ForwardForward/new_code/wandb/run-20230427_170030-igj884vo/run-igj884vo.wandb
2023-04-27 17:00:30,601 DEBUG   SenderThread:31037 [sender.py:send():375] send: header
2023-04-27 17:00:30,610 DEBUG   SenderThread:31037 [sender.py:send():375] send: run
2023-04-27 17:00:30,786 INFO    SenderThread:31037 [dir_watcher.py:__init__():219] watching files in: /home/jonah/Documents/school/idl/ForwardForward/new_code/wandb/run-20230427_170030-igj884vo/files
2023-04-27 17:00:30,786 INFO    SenderThread:31037 [sender.py:_start_run_threads():1124] run started: igj884vo with start time 1682629230.598068
2023-04-27 17:00:30,786 DEBUG   SenderThread:31037 [sender.py:send_request():402] send_request: summary_record
2023-04-27 17:00:30,786 INFO    SenderThread:31037 [sender.py:_save_file():1378] saving file wandb-summary.json with policy end
2023-04-27 17:00:30,788 DEBUG   HandlerThread:31037 [handler.py:handle_request():144] handle_request: check_version
2023-04-27 17:00:30,788 DEBUG   SenderThread:31037 [sender.py:send_request():402] send_request: check_version
2023-04-27 17:00:30,871 DEBUG   HandlerThread:31037 [handler.py:handle_request():144] handle_request: run_start
2023-04-27 17:00:30,877 DEBUG   HandlerThread:31037 [system_info.py:__init__():31] System info init
2023-04-27 17:00:30,877 DEBUG   HandlerThread:31037 [system_info.py:__init__():46] System info init done
2023-04-27 17:00:30,877 INFO    HandlerThread:31037 [system_monitor.py:start():181] Starting system monitor
2023-04-27 17:00:30,877 INFO    SystemMonitor:31037 [system_monitor.py:_start():145] Starting system asset monitoring threads
2023-04-27 17:00:30,877 INFO    HandlerThread:31037 [system_monitor.py:probe():201] Collecting system info
2023-04-27 17:00:30,877 INFO    SystemMonitor:31037 [interfaces.py:start():190] Started cpu monitoring
2023-04-27 17:00:30,878 INFO    SystemMonitor:31037 [interfaces.py:start():190] Started disk monitoring
2023-04-27 17:00:30,878 INFO    SystemMonitor:31037 [interfaces.py:start():190] Started gpu monitoring
2023-04-27 17:00:30,879 INFO    SystemMonitor:31037 [interfaces.py:start():190] Started memory monitoring
2023-04-27 17:00:30,879 INFO    SystemMonitor:31037 [interfaces.py:start():190] Started network monitoring
2023-04-27 17:00:30,887 DEBUG   HandlerThread:31037 [system_info.py:probe():195] Probing system
2023-04-27 17:00:30,892 DEBUG   HandlerThread:31037 [system_info.py:_probe_git():180] Probing git
2023-04-27 17:00:30,900 DEBUG   HandlerThread:31037 [system_info.py:_probe_git():188] Probing git done
2023-04-27 17:00:30,900 DEBUG   HandlerThread:31037 [system_info.py:probe():240] Probing system done
2023-04-27 17:00:30,900 DEBUG   HandlerThread:31037 [system_monitor.py:probe():210] {'os': 'Linux-5.19.0-41-generic-x86_64-with-glibc2.17', 'python': '3.8.16', 'heartbeatAt': '2023-04-27T21:00:30.887973', 'startedAt': '2023-04-27T21:00:30.590997', 'docker': None, 'cuda': None, 'args': (), 'state': 'running', 'program': 'main.py', 'codePath': 'new_code/main.py', 'git': {'remote': 'https://github.com/Ads-cmu/ForwardForward.git', 'commit': '3f22f926dee0ec64f52f85d0b4a2234030412114'}, 'email': 'kornberg.jonah@gmail.com', 'root': '/home/jonah/Documents/school/idl/ForwardForward', 'host': 'jonah-dual', 'username': 'jonah', 'executable': '/home/jonah/anaconda3/envs/FF/bin/python', 'cpu_count': 12, 'cpu_count_logical': 24, 'cpu_freq': {'current': 2744.0159583333334, 'min': 2200.0, 'max': 3700.0}, 'cpu_freq_per_core': [{'current': 2200.0, 'min': 2200.0, 'max': 3700.0}, {'current': 3136.677, 'min': 2200.0, 'max': 3700.0}, {'current': 2200.0, 'min': 2200.0, 'max': 3700.0}, {'current': 2200.0, 'min': 2200.0, 'max': 3700.0}, {'current': 2200.0, 'min': 2200.0, 'max': 3700.0}, {'current': 2200.0, 'min': 2200.0, 'max': 3700.0}, {'current': 3700.0, 'min': 2200.0, 'max': 3700.0}, {'current': 2200.0, 'min': 2200.0, 'max': 3700.0}, {'current': 3189.648, 'min': 2200.0, 'max': 3700.0}, {'current': 2873.703, 'min': 2200.0, 'max': 3700.0}, {'current': 3700.0, 'min': 2200.0, 'max': 3700.0}, {'current': 2879.044, 'min': 2200.0, 'max': 3700.0}, {'current': 2200.0, 'min': 2200.0, 'max': 3700.0}, {'current': 2200.0, 'min': 2200.0, 'max': 3700.0}, {'current': 2200.0, 'min': 2200.0, 'max': 3700.0}, {'current': 2753.665, 'min': 2200.0, 'max': 3700.0}, {'current': 2200.0, 'min': 2200.0, 'max': 3700.0}, {'current': 2200.0, 'min': 2200.0, 'max': 3700.0}, {'current': 3597.312, 'min': 2200.0, 'max': 3700.0}, {'current': 3012.02, 'min': 2200.0, 'max': 3700.0}, {'current': 3647.836, 'min': 2200.0, 'max': 3700.0}, {'current': 2200.0, 'min': 2200.0, 'max': 3700.0}, {'current': 4065.024, 'min': 2200.0, 'max': 3700.0}, {'current': 2901.454, 'min': 2200.0, 'max': 3700.0}], 'disk': {'total': 233.27177810668945, 'used': 200.06834030151367}, 'gpu': 'NVIDIA GeForce RTX 3080', 'gpu_count': 1, 'gpu_devices': [{'name': 'NVIDIA GeForce RTX 3080', 'memory_total': 10737418240}], 'memory': {'total': 31.260986328125}}
2023-04-27 17:00:30,900 INFO    HandlerThread:31037 [system_monitor.py:probe():211] Finished collecting system info
2023-04-27 17:00:30,900 INFO    HandlerThread:31037 [system_monitor.py:probe():214] Publishing system info
2023-04-27 17:00:30,900 DEBUG   HandlerThread:31037 [system_info.py:_save_pip():51] Saving list of pip packages installed into the current environment
2023-04-27 17:00:30,900 DEBUG   HandlerThread:31037 [system_info.py:_save_pip():67] Saving pip packages done
2023-04-27 17:00:30,900 DEBUG   HandlerThread:31037 [system_info.py:_save_conda():74] Saving list of conda packages installed into the current environment
