2023-04-27 16:03:55,074 INFO    StreamThr :7942 [internal.py:wandb_internal():86] W&B internal server running at pid: 7942, started at: 2023-04-27 16:03:55.074191
2023-04-27 16:03:55,075 DEBUG   HandlerThread:7942 [handler.py:handle_request():144] handle_request: status
2023-04-27 16:03:55,076 INFO    WriterThread:7942 [datastore.py:open_for_write():85] open: /home/jonah/Documents/school/idl/ForwardForward/new_code/wandb/run-20230427_160355-d8lcehaf/run-d8lcehaf.wandb
2023-04-27 16:03:55,076 DEBUG   SenderThread:7942 [sender.py:send():375] send: header
2023-04-27 16:03:55,083 DEBUG   SenderThread:7942 [sender.py:send():375] send: run
2023-04-27 16:03:55,612 INFO    SenderThread:7942 [dir_watcher.py:__init__():219] watching files in: /home/jonah/Documents/school/idl/ForwardForward/new_code/wandb/run-20230427_160355-d8lcehaf/files
2023-04-27 16:03:55,612 INFO    SenderThread:7942 [sender.py:_start_run_threads():1124] run started: d8lcehaf with start time 1682625835.07439
2023-04-27 16:03:55,612 DEBUG   SenderThread:7942 [sender.py:send_request():402] send_request: summary_record
2023-04-27 16:03:55,612 INFO    SenderThread:7942 [sender.py:_save_file():1378] saving file wandb-summary.json with policy end
2023-04-27 16:03:55,615 DEBUG   HandlerThread:7942 [handler.py:handle_request():144] handle_request: check_version
2023-04-27 16:03:55,615 DEBUG   SenderThread:7942 [sender.py:send_request():402] send_request: check_version
2023-04-27 16:03:55,676 DEBUG   HandlerThread:7942 [handler.py:handle_request():144] handle_request: run_start
2023-04-27 16:03:55,681 DEBUG   HandlerThread:7942 [system_info.py:__init__():31] System info init
2023-04-27 16:03:55,681 DEBUG   HandlerThread:7942 [system_info.py:__init__():46] System info init done
2023-04-27 16:03:55,681 INFO    HandlerThread:7942 [system_monitor.py:start():181] Starting system monitor
2023-04-27 16:03:55,681 INFO    SystemMonitor:7942 [system_monitor.py:_start():145] Starting system asset monitoring threads
2023-04-27 16:03:55,681 INFO    HandlerThread:7942 [system_monitor.py:probe():201] Collecting system info
2023-04-27 16:03:55,682 INFO    SystemMonitor:7942 [interfaces.py:start():190] Started cpu monitoring
2023-04-27 16:03:55,682 INFO    SystemMonitor:7942 [interfaces.py:start():190] Started disk monitoring
2023-04-27 16:03:55,682 INFO    SystemMonitor:7942 [interfaces.py:start():190] Started gpu monitoring
2023-04-27 16:03:55,683 INFO    SystemMonitor:7942 [interfaces.py:start():190] Started memory monitoring
2023-04-27 16:03:55,683 INFO    SystemMonitor:7942 [interfaces.py:start():190] Started network monitoring
2023-04-27 16:03:55,690 DEBUG   HandlerThread:7942 [system_info.py:probe():195] Probing system
2023-04-27 16:03:55,692 DEBUG   HandlerThread:7942 [system_info.py:_probe_git():180] Probing git
2023-04-27 16:03:55,698 DEBUG   HandlerThread:7942 [system_info.py:_probe_git():188] Probing git done
2023-04-27 16:03:55,698 DEBUG   HandlerThread:7942 [system_info.py:probe():240] Probing system done
